417,-1
35,-1
7,-1
107,500
135,502
25,-1
33,-1
202,-1
223,-1
133,502
215,-1
125,505
28,-1
128,500
315,503
323,506
302,508
228,-1
31,-1
238,-1
218,-1
328,503
234,-1
334,500
131,505
2,-1
102,500
12,-1
112,500
14,-1
338,510
219,-1
217,-1
318,512
319,502
17,-1
114,506
11,-1
207,-1
307,500
232,-1
317,508
111,504
32,-1
117,508
6,-1
332,505
226,-1
106,502
233,-1
13,-1
209,-1
36,-1
113,502
210,-1
132,511
333,506
136,504
8,-1
204,-1
326,512
309,509
37,-1
231,-1
23,-1
304,505
310,511
123,502
137,505
108,510
229,-1
329,500
331,508
15,-1
115,500
227,-1
327,500
412,-1
409,-1
38,-1
22,-1
401,-1
4,-1
138,503
203,-1
122,504
10,-1
212,-1
19,-1
303,504
104,507
110,504
27,-1
216,-1
21,-1
312,507
119,507
222,-1
240,-1
127,506
201,-1
121,506
322,504
30,-1
301,503
316,511
130,502
5,-1
3,-1
34,-1
340,511
220,-1
134,502
105,505
239,-1
103,506
20,-1
235,-1
320,506
237,-1
230,-1
339,506
337,502
213,-1
16,-1
335,507
313,502
120,510
330,507
214,-1
314,500
404,-1
18,-1
118,500
406,-1
407,-1
116,511
39,-1
421,-1
236,-1
420,-1
224,-1
1,-1
101,500
139,506
413,-1
40,-1
206,-1
306,500
225,-1
324,508
336,511
26,-1
140,506
205,-1
305,500
325,506
24,-1
124,500
9,-1
221,-1
126,508
422,-1
208,-1
308,500
29,-1
429,-1
426,-1
211,-1
321,508
424,-1
109,511
418,-1
430,-1
405,-1
419,-1
411,-1
129,511
311,509
414,-1
425,-1
415,-1
416,-1
423,-1
427,-1
403,-1
428,-1
410,-1
402,-1
408,-1
