225,-1
239,-1
33,-1
325,502
4,-1
104,500
133,503
339,505
16,-1
209,-1
419,-1
203,-1
216,-1
227,-1
327,500
211,-1
311,500
116,508
303,506
316,506
22,-1
122,500
309,512
205,-1
232,-1
12,-1
231,-1
38,-1
201,-1
301,500
332,505
331,504
305,508
26,-1
28,-1
404,-1
138,508
221,-1
112,512
235,-1
335,500
409,-1
219,-1
128,508
222,-1
23,-1
126,512
19,-1
119,500
321,511
408,-1
319,508
226,-1
1,-1
123,508
326,502
425,-1
322,512
237,-1
229,-1
18,-1
207,-1
307,500
236,-1
101,510
202,-1
118,505
15,-1
329,508
302,503
224,-1
337,512
336,508
215,-1
315,500
115,507
230,-1
2,-1
422,-1
418,-1
206,-1
324,510
14,-1
114,500
11,-1
31,-1
131,500
102,509
306,507
330,512
204,-1
304,500
34,-1
111,508
30,-1
130,500
40,-1
6,-1
106,500
17,-1
134,507
401,-1
117,502
10,-1
407,-1
27,-1
427,-1
140,510
110,504
37,-1
234,-1
35,-1
7,-1
29,-1
220,-1
334,504
129,502
32,-1
127,512
320,504
25,-1
36,-1
137,512
135,511
107,511
13,-1
212,-1
125,506
132,510
424,-1
5,-1
210,-1
312,505
113,507
136,512
426,-1
310,504
39,-1
218,-1
24,-1
410,-1
21,-1
124,502
105,512
318,505
214,-1
314,500
139,509
9,-1
121,507
217,-1
20,-1
233,-1
109,504
317,503
8,-1
333,503
228,-1
120,506
3,-1
103,500
108,505
223,-1
240,-1
213,-1
323,502
208,-1
313,502
328,510
238,-1
405,-1
414,-1
308,505
340,509
403,-1
430,-1
413,-1
417,-1
406,-1
338,509
428,-1
429,-1
423,-1
421,-1
412,-1
416,-1
415,-1
420,-1
402,-1
411,-1
