409,-1
237,-1
403,-1
231,-1
33,-1
425,-1
331,502
133,502
230,-1
337,507
239,-1
32,-1
218,-1
3,-1
240,-1
203,-1
339,505
330,508
103,504
132,507
340,505
318,508
40,-1
12,-1
112,500
238,-1
414,-1
422,-1
303,512
415,-1
220,-1
227,-1
327,500
140,510
18,-1
118,500
338,510
6,-1
233,-1
333,500
38,-1
320,510
236,-1
138,502
106,506
336,502
214,-1
201,-1
216,-1
316,500
26,-1
314,504
31,-1
131,500
19,-1
301,507
235,-1
335,500
11,-1
225,-1
5,-1
126,510
119,507
14,-1
212,-1
312,500
2,-1
325,507
27,-1
105,508
39,-1
111,512
405,-1
102,506
114,510
30,-1
35,-1
135,500
130,502
34,-1
127,511
15,-1
139,511
204,-1
16,-1
116,500
224,-1
134,507
208,-1
308,500
115,508
304,507
222,-1
324,506
28,-1
322,502
213,-1
206,-1
128,503
211,-1
311,500
228,-1
17,-1
215,-1
313,507
328,503
202,-1
302,500
117,505
306,511
232,-1
1,-1
406,-1
13,-1
21,-1
315,511
332,505
22,-1
113,504
101,507
122,502
121,506
223,-1
430,-1
417,-1
20,-1
120,500
419,-1
323,505
7,-1
8,-1
108,500
217,-1
29,-1
25,-1
125,500
207,-1
10,-1
221,-1
107,509
129,506
317,508
209,-1
307,506
219,-1
110,507
23,-1
402,-1
234,-1
319,504
24,-1
321,512
210,-1
123,506
309,511
4,-1
413,-1
9,-1
334,509
124,508
310,507
37,-1
226,-1
109,505
408,-1
104,509
205,-1
229,-1
36,-1
326,506
411,-1
305,504
137,510
427,-1
404,-1
420,-1
329,508
429,-1
136,509
423,-1
401,-1
407,-1
418,-1
410,-1
416,-1
428,-1
426,-1
412,-1
424,-1
421,-1
