221,-1
215,-1
417,-1
421,-1
9,-1
321,504
216,-1
316,500
109,503
14,-1
401,-1
20,-1
315,510
6,-1
11,-1
120,503
232,-1
228,-1
111,503
332,502
106,506
114,511
202,-1
302,500
29,-1
2,-1
16,-1
116,500
328,510
239,-1
102,504
21,-1
129,507
420,-1
212,-1
422,-1
27,-1
24,-1
124,500
339,509
213,-1
34,-1
424,-1
233,-1
121,512
127,508
404,-1
312,512
204,-1
134,507
4,-1
415,-1
313,511
104,502
333,510
234,-1
203,-1
303,500
237,-1
39,-1
304,511
334,505
18,-1
13,-1
337,505
118,502
205,-1
139,507
235,-1
28,-1
36,-1
211,-1
128,502
113,509
409,-1
207,-1
418,-1
305,510
208,-1
38,-1
335,511
136,510
311,510
406,-1
307,508
227,-1
217,-1
317,500
308,509
327,503
138,510
231,-1
206,-1
35,-1
8,-1
108,500
220,-1
31,-1
331,506
15,-1
419,-1
135,507
37,-1
115,503
306,511
131,507
10,-1
222,-1
320,511
137,506
223,-1
238,-1
322,504
201,-1
301,500
19,-1
209,-1
110,510
25,-1
323,508
33,-1
133,500
7,-1
119,507
338,512
125,506
3,-1
309,510
405,-1
210,-1
225,-1
17,-1
107,509
103,506
325,503
117,503
230,-1
218,-1
1,-1
30,-1
330,503
318,503
310,512
130,503
101,505
224,-1
229,-1
214,-1
314,500
329,502
324,504
219,-1
26,-1
236,-1
336,500
126,502
32,-1
132,500
22,-1
23,-1
123,500
319,509
5,-1
105,500
240,-1
340,500
226,-1
12,-1
40,-1
140,500
430,-1
122,512
416,-1
412,-1
428,-1
112,507
410,-1
425,-1
407,-1
326,512
427,-1
426,-1
423,-1
411,-1
402,-1
408,-1
403,-1
414,-1
429,-1
413,-1
