240,-1
340,500
221,-1
16,-1
419,-1
3,-1
2,-1
408,-1
428,-1
116,505
103,504
321,508
222,-1
27,-1
404,-1
102,508
127,502
322,504
227,-1
327,500
238,-1
338,500
214,-1
314,500
32,-1
28,-1
207,-1
132,502
236,-1
336,500
12,-1
112,500
8,-1
128,507
307,507
415,-1
235,-1
39,-1
426,-1
218,-1
335,503
204,-1
225,-1
24,-1
202,-1
108,512
304,504
124,503
139,510
318,509
325,507
302,506
30,-1
130,500
228,-1
38,-1
232,-1
429,-1
11,-1
7,-1
226,-1
13,-1
328,507
1,-1
332,507
113,503
138,510
25,-1
111,509
107,509
101,506
326,510
411,-1
125,505
19,-1
229,-1
21,-1
121,500
233,-1
20,-1
239,-1
231,-1
333,503
119,508
237,-1
120,505
208,-1
339,506
329,512
308,502
331,508
337,506
416,-1
212,-1
312,500
220,-1
403,-1
40,-1
320,502
33,-1
133,500
26,-1
217,-1
6,-1
140,506
234,-1
420,-1
4,-1
317,505
219,-1
126,508
106,507
319,502
23,-1
104,506
31,-1
334,510
205,-1
10,-1
34,-1
134,500
22,-1
305,504
213,-1
123,510
122,503
110,507
131,511
9,-1
201,-1
35,-1
313,507
223,-1
135,502
301,504
410,-1
323,503
230,-1
109,509
14,-1
203,-1
224,-1
330,504
303,502
5,-1
105,500
324,504
209,-1
309,500
405,-1
216,-1
316,500
114,512
18,-1
211,-1
29,-1
129,500
118,503
210,-1
37,-1
215,-1
311,506
36,-1
17,-1
15,-1
115,500
136,503
310,508
206,-1
315,508
421,-1
402,-1
137,512
306,504
407,-1
117,511
418,-1
409,-1
425,-1
427,-1
422,-1
430,-1
424,-1
412,-1
406,-1
414,-1
413,-1
423,-1
401,-1
417,-1
