11,-1
13,-1
216,-1
204,-1
113,502
236,-1
20,-1
120,500
206,-1
34,-1
304,506
336,505
237,-1
111,512
316,511
134,505
207,-1
413,-1
215,-1
40,-1
140,500
306,512
315,503
235,-1
307,507
337,512
233,-1
333,500
30,-1
240,-1
340,500
7,-1
4,-1
335,509
234,-1
104,502
130,507
334,502
222,-1
415,-1
232,-1
332,500
18,-1
38,-1
107,512
1,-1
203,-1
33,-1
220,-1
322,510
133,502
5,-1
320,503
303,506
406,-1
118,512
138,512
425,-1
101,512
23,-1
419,-1
205,-1
16,-1
105,511
6,-1
414,-1
3,-1
103,500
116,505
225,-1
123,510
428,-1
305,510
212,-1
106,509
214,-1
325,506
221,-1
321,500
238,-1
15,-1
36,-1
314,506
27,-1
312,510
22,-1
218,-1
136,505
227,-1
338,509
8,-1
327,502
115,511
318,506
424,-1
127,511
122,510
201,-1
35,-1
32,-1
108,509
25,-1
14,-1
114,500
125,502
132,505
12,-1
112,500
301,510
231,-1
226,-1
135,512
2,-1
21,-1
326,503
331,505
102,503
202,-1
213,-1
121,505
28,-1
128,500
302,504
239,-1
209,-1
210,-1
310,500
24,-1
37,-1
26,-1
313,511
228,-1
309,507
339,509
219,-1
319,500
126,506
124,509
403,-1
224,-1
410,-1
137,512
328,510
229,-1
39,-1
139,500
211,-1
311,500
31,-1
223,-1
412,-1
324,511
9,-1
329,509
208,-1
308,500
421,-1
29,-1
129,500
417,-1
131,511
19,-1
323,512
217,-1
10,-1
109,512
17,-1
422,-1
230,-1
119,507
411,-1
408,-1
317,508
429,-1
330,505
110,510
117,509
402,-1
404,-1
418,-1
405,-1
423,-1
420,-1
407,-1
430,-1
427,-1
409,-1
416,-1
401,-1
426,-1
