234,-1
212,-1
211,-1
423,-1
13,-1
206,-1
311,503
113,502
312,506
20,-1
120,500
31,-1
334,511
216,-1
316,500
131,503
233,-1
306,511
412,-1
11,-1
5,-1
408,-1
219,-1
319,500
24,-1
111,505
202,-1
124,502
1,-1
333,512
238,-1
105,510
33,-1
40,-1
226,-1
101,506
407,-1
133,504
302,511
140,505
14,-1
338,510
2,-1
102,500
208,-1
308,500
229,-1
326,512
8,-1
108,500
15,-1
35,-1
114,511
4,-1
115,503
418,-1
38,-1
135,505
329,511
28,-1
224,-1
9,-1
104,508
138,506
19,-1
119,500
128,506
16,-1
116,500
402,-1
109,508
21,-1
37,-1
324,512
205,-1
25,-1
215,-1
315,500
201,-1
121,507
305,505
36,-1
136,500
301,504
137,511
218,-1
230,-1
330,500
125,512
29,-1
318,504
223,-1
323,500
419,-1
239,-1
339,500
403,-1
129,507
203,-1
23,-1
422,-1
240,-1
22,-1
417,-1
303,505
122,502
39,-1
139,500
222,-1
34,-1
340,508
231,-1
123,512
17,-1
204,-1
134,505
7,-1
209,-1
322,509
304,504
10,-1
117,507
425,-1
331,511
309,506
26,-1
126,500
30,-1
107,511
3,-1
110,509
235,-1
413,-1
6,-1
130,506
421,-1
207,-1
213,-1
106,504
410,-1
103,510
307,504
210,-1
335,511
32,-1
313,507
27,-1
132,502
214,-1
236,-1
217,-1
416,-1
310,509
317,502
127,507
336,505
18,-1
314,508
237,-1
228,-1
221,-1
220,-1
232,-1
332,500
225,-1
320,503
427,-1
12,-1
227,-1
118,512
337,511
328,511
406,-1
321,512
327,505
112,507
424,-1
325,512
409,-1
404,-1
401,-1
420,-1
414,-1
428,-1
430,-1
411,-1
415,-1
426,-1
429,-1
405,-1
