413,-1
219,-1
230,-1
228,-1
319,502
330,502
217,-1
328,503
23,-1
10,-1
317,503
8,-1
108,500
110,503
220,-1
218,-1
318,500
227,-1
32,-1
132,500
201,-1
123,512
409,-1
327,505
214,-1
232,-1
301,505
320,512
226,-1
202,-1
302,500
239,-1
332,506
420,-1
19,-1
119,500
314,511
326,508
206,-1
306,500
208,-1
339,509
236,-1
16,-1
116,500
308,504
411,-1
13,-1
14,-1
222,-1
336,507
17,-1
211,-1
215,-1
113,506
322,505
315,502
235,-1
114,509
117,507
233,-1
333,500
6,-1
311,510
335,506
28,-1
128,500
106,504
427,-1
29,-1
205,-1
305,500
11,-1
415,-1
237,-1
337,500
207,-1
31,-1
111,505
7,-1
234,-1
21,-1
129,512
107,503
334,503
224,-1
131,508
121,505
307,511
324,503
212,-1
225,-1
221,-1
426,-1
27,-1
40,-1
325,504
312,506
321,505
223,-1
323,500
127,506
22,-1
122,500
35,-1
26,-1
2,-1
4,-1
140,512
126,503
238,-1
135,506
419,-1
36,-1
102,507
18,-1
204,-1
104,509
20,-1
304,502
136,506
338,510
118,506
37,-1
213,-1
231,-1
416,-1
120,508
331,502
9,-1
12,-1
15,-1
137,508
109,503
39,-1
139,500
313,511
115,505
25,-1
112,508
229,-1
329,500
5,-1
402,-1
216,-1
414,-1
203,-1
125,508
105,505
303,502
209,-1
410,-1
3,-1
309,502
38,-1
30,-1
316,511
24,-1
33,-1
133,500
103,507
210,-1
1,-1
421,-1
240,-1
422,-1
130,510
138,512
124,510
34,-1
310,508
423,-1
101,509
407,-1
340,509
404,-1
417,-1
134,507
405,-1
408,-1
403,-1
424,-1
412,-1
428,-1
406,-1
418,-1
401,-1
429,-1
430,-1
425,-1
